Air_Density,Temperature,Humidity,Blade_Length,Power_Output
1.196,18.4,59,73,6864.35
1.212,25,21,30,1144.72
1.212,21,57.5,78,9988.77
1.289,-2.6,41.6,49,2524.94
1.104,-1.5,37.4,61,4373.06
1.264,21.3,98,55,3898.07
1.007,29,73.8,58,3958.71
1.086,20.6,91.4,54,4035.25
1.015,18.5,31.6,55,3757.17
1.195,27.3,38.4,57,4936.39
1.03,2.2,94.1,49,2805.76
1.254,26.6,42.5,45,3535.3
1.194,10.6,90.3,38,2257.92
1.009,23.7,79.1,61,4011.22
1.214,3.7,23,62,5478.59
1.259,-3.1,32.2,48,2468.19
1.198,-8.5,64.6,30,822.28
1.009,30.2,93.4,55,3194.87
1.257,-0.2,66.1,36,1717.27
1.22,8.2,75.9,80,9361
1.114,28.4,73.9,36,1617.98
1.099,12.5,29.1,37,1926.69
1.144,0.9,86.4,69,4744.42
1.26,-0.3,78.6,57,3601.68
1.076,10.4,45.6,74,6069.97
1.03,18.3,56.9,65,6177.09
1.259,9.6,58.4,53,4013.59
1.008,35.2,83.5,80,8108.82
1.273,-9.8,96.2,38,1595.49
1.092,10.1,88.6,46,2766.74
1.152,27.1,58.3,59,4447.73
1.04,34.5,47,71,6216.78
1.271,7.9,38.5,60,4508.25
1.225,23.7,74.9,53,4386.83
1.277,19,53.4,70,6807.36
1.205,0.1,31.4,73,6664.79
1.055,24,23.9,36,1789.31
1.092,2.5,66.6,64,4615.08
1.146,29.2,89.9,47,3670.83
1.182,33.3,46.5,76,9496.37
1.278,13.9,36.9,53,3658.28
1.115,-7.3,60.2,36,1598.01
1.211,26.9,80.2,58,5157.03
1.288,13.4,22.8,38,1715.32
1.046,-5.3,90.1,74,4742.59
1.259,6.6,99.3,69,6859.25
1.126,4.5,55.7,76,5759.31
1.22,26.3,87.6,50,3701.54
1.088,11.2,53.5,34,1239.2
1.1,19.4,28.4,54,3829.94
1.008,15.1,60.2,38,1358.07
1.291,26.2,34.2,40,2225.52
1.244,25.9,35.3,55,5453.06
1.028,12.4,83.6,65,4166.13
1.3,-3.2,28.2,55,3606.75
1.182,10.4,43.5,54,3346.72
1.256,-2,49,64,4051.66
1.02,38,92.7,33,1259.3
1.117,37.5,68.8,54,4999.48
1.201,12.8,24.5,66,6415.35
1.032,-8.6,42.5,34,1066.4
1.147,8.7,25.1,71,7279.7
1.133,34.8,78.9,34,1519.07
1.065,4.4,35.5,73,4903.5
1.09,21.1,37.8,33,1600.18
1.29,-0.8,29.7,66,4505.22
1.087,31.3,75.1,77,7245.87
1.064,34.6,61.4,76,7796.85
1.161,20.8,41.2,78,7473.78
1.201,21.2,83.4,35,1886.95
1.218,8.9,66.6,44,2539.15
1.226,25.4,34.5,69,8123.74
1.011,13.9,21.5,33,1244.42
1.118,27.3,27.2,66,5423.65
1.232,38.4,46.8,32,1536.65
1.271,31.1,26.3,72,8316.74
1.181,15.9,39.5,58,4692.81
1.016,38.9,26.2,48,3538.18
1.119,20.4,26,78,7458.01
1.022,-6.8,44.7,63,3481.56
1.225,26.5,61.1,42,3081.68
1.019,31,47.5,75,8010.77
1.056,-3.3,28.2,72,5788.5
1.125,24,24.4,40,2491.14
1.139,36,35.7,74,7040.04
1.122,2.6,76,72,4806.78
1.139,19.3,73.5,57,4898.72
1.214,3.7,91.6,40,2049.97
1.111,28.7,93,31,1415.34
1.164,19,81.8,36,2077.31
1.091,11.4,21.4,63,5704.9
1.106,-8.6,28.7,36,1499.27
1.184,37.2,79.2,72,7539
1.147,14.9,86.1,77,7971.9
1.217,30.2,68.9,38,2041.44
1.168,9.6,49.1,35,1494.58
1.241,32.5,34.7,35,1843.69
1.133,-2,74.1,47,2472.39
1.147,1.6,53,50,2992.73
1.201,6.7,49.7,65,5484.8
1.066,-5.6,57.6,63,3291.82
1.116,12.2,86.9,37,1636.66
1.187,14.3,71.4,44,2445.62
1.009,-4.3,64.4,49,2258.01
1.131,11.4,45.6,34,1439.01
1.18,-0.1,46,50,3474.62
1.29,33.8,99.1,46,3190.51
1.263,15.5,57.7,59,5963.3
1.084,37.6,38.5,63,6150.48
1.152,7.1,77.7,33,1599.17
1.017,7.1,80,73,5131.96
1.072,6.9,50.4,34,1327.57
1.232,3.4,83,67,6218.74
1.037,29.2,89.6,39,2090.59
1.077,4.1,86.4,40,1541.89
1.283,4.4,25.8,65,5196.72
1.247,-7.7,83.4,47,2383.54
1.235,38.3,52.1,64,7457.84
1.259,34.3,28.5,45,3810.21
1.225,4.6,91.4,53,3820.03
1.036,16,59.1,37,1533.31
1.155,14.1,90.2,79,8619.53
1.133,-5.6,67.9,36,1126.23
1.093,16.6,46,38,1872.39
1.25,-4.3,66.2,51,3138.03
1.139,11.7,96.6,44,2147.47
1.018,-5.6,69.8,79,6440.85
1.082,19.4,85.1,46,3166.56
1.069,-7.5,89.2,43,1844.22
1.266,21.4,51.3,58,5224.79
1.194,25.4,32.5,74,7315.01
1.168,18.5,98,41,2716.9
1.152,13.5,91.1,33,1621.44
1.195,-7,67.4,51,2852.56
1.226,-9.4,95.7,56,2941.03
1.166,7.1,69,79,9205.07
1.281,28.6,69.8,65,7040.03
1.293,22.4,70.3,35,1744.2
1.299,-3.7,86,59,4396.66
1.201,24.4,45,51,3616.42
1.28,18.7,44.8,36,2178.62
1.121,-1.7,22.6,40,1782.22
1.258,27.8,84.7,52,5027.76
1.273,31.5,41.1,73,9598.6
1.271,1.6,37.5,35,1652.33
1.249,21.8,58,78,10279.17
1.122,8.9,88.7,77,6333.41
1.048,-7.1,67.9,56,2986.25
1.1,33.1,87.4,36,2041.12
1.23,31,20,31,1504.29
1.07,5.9,35.1,50,2448.18
1.143,16.6,77.4,63,4687.91
1.17,15.6,42.7,64,5333.61
1.181,-1.1,95.1,70,6510.57
1.281,-2.7,80.4,61,4288.48
1.198,32.2,76,65,5421.81
1.236,33.4,21.3,62,6241.08
1.175,26.3,75.3,55,4398.87
1.25,-6.4,62,39,1979.28
1.079,35.5,33.8,36,1722.53
1.063,39,66.9,35,1600.31
1.278,28.8,28.4,48,4273.18
1.208,7.7,58.9,64,6349.01
1.201,10.3,35.3,41,2286.68
1.14,33.5,20.8,34,1974.7
1.113,4,49.6,61,3550.57
1.167,-2.9,49.5,59,3871.23
1.036,31.1,61.3,73,7089.49
1.136,-0.3,96.9,80,5889.59
1.137,35.4,26.4,43,3039.91
1.162,19.8,37.9,53,3732.72
1.19,17.8,56,54,4150.45
1.287,28.8,47.9,75,8009.5
1.196,-9.2,65.2,40,1823.48
1.265,25.7,84.3,58,4624.66
1.167,19.9,53.5,33,1569.77
1.188,16.2,44.7,64,6108.12
1.021,0.9,38.2,79,7016.24
1.04,31.5,83,44,2449.97
1.174,2.5,27.4,43,2182.27
1.119,14.5,58.9,34,1521.43
1.24,-2.1,49.9,38,2003.95
1.163,38.7,70.6,78,11530.4
1.265,-0.3,63.4,70,7202.59
1.292,30.2,47.7,47,4265.69
1.044,3.2,28.5,62,3371.6
1.118,2.8,30.9,55,3510.19
1.199,11.1,74.5,57,4593.48
1.092,32.3,59.4,63,5932.64
1.08,24.4,83.1,35,1831.21
1.244,33.6,94,48,4471.73
1.294,-7.6,74,69,4562.75
1.232,37.8,93,56,5233.24
1.157,-6.1,22.2,34,1198.83
1.133,26.1,63,58,3877.31
1.162,0.4,41.4,57,3151.81
1.139,32,35.7,73,7637.19
1.151,33.1,42.4,50,3708.34
1.061,17.6,85.6,48,3313
1.271,10.1,70.4,32,1216.97
1.226,29.7,82.2,35,2165.57
1.204,33.7,60,61,6954.78
1.285,26.9,41.4,78,10365.94
1.085,35.3,57.5,74,6931.32
1.024,21.3,37.2,54,3843.74
1.248,23.5,99.3,54,4126.05
1.3,18.6,81.8,60,5722.52
1.174,14.4,25,32,1416.46
1.018,22.7,99.8,71,5251.79
1.234,18.1,32,35,1912.95
1.022,26.6,72.7,72,5390.31
1.162,36.7,50.3,69,6406.37
1.083,8.7,63.5,70,5082.08
1.275,10.6,77.1,79,10231.19
1.135,-9.2,44.2,45,1826.83
1.27,16.4,28.2,69,6067.11
1.09,-3.4,72.6,42,1918.68
1.116,25.8,22,41,2535.9
1.284,29,38,78,10720.58
1.06,26.1,20.7,52,3426.98
1.174,17.3,78.8,47,3529.03
1.117,16.7,90.6,65,4686.16
1.232,22.3,46,73,9467.67
1.039,17.7,45.2,65,5827.88
1.131,27.5,27.8,40,2483.71
1.21,34.7,23.4,54,3952.22
1.122,16.8,38.9,77,9071.91
1.018,-4.5,88.8,49,1890.14
1.212,-3.4,68.2,70,5756.76
1.151,8.8,20.9,43,2646.04
1.003,14.8,68.8,58,3410.54
1.184,1.3,24,39,1594.66
1.276,12.6,53.5,74,7153.44
1.033,-3.2,94.8,38,1284.05
1.177,2,70.2,65,4751.42
1.219,26.7,69,42,2216.04
1.021,39.3,74,39,2157.5
1.007,-0.7,31.1,73,6269.85
1.139,7,27.5,55,3463.75
1.237,7.5,49.8,72,5570.76
1.048,1.2,35.2,60,4368.51
1.251,0.2,21.9,75,6318.68
1.197,-3.4,47.2,80,8464.92
1.1,35.4,59.8,38,2180.3
1.155,22.5,24,30,1216.22
1.29,4.5,97.8,39,2080.16
1.065,2.9,81.2,78,7765.41
1.15,19.5,79,30,1254.95
1.187,24.9,90.4,67,7859.85
1.041,2.7,67.2,69,4812.76
1.013,7.4,55.1,36,1485.61
1.004,4.5,58.8,30,827.43
1.097,-5.6,35.8,48,2251.13
1.022,9.3,50.4,45,2448.11
1.241,16.7,83.8,77,10276.15
1.299,22.8,60.2,43,2701.24
1.018,10.8,34.7,61,3547.14
1.13,39.2,89,57,5388.47
1.008,21.3,72,37,1554.94
1.04,34.3,67.9,80,10694.57
1.097,35.8,97.5,62,5151.98
1.118,31.1,94,78,9024.36
1.282,3.5,31.7,38,1656.21
1.119,11.6,79.4,75,5765.65
1.149,-10,92.3,32,1196.11
1.074,12.6,88.9,69,5227.51
1,4.7,91.1,59,3593.71
1.27,-4.4,84.5,38,1422.01
1.025,31.9,99.1,52,4325.84
1.289,23.7,41.8,40,2100.58
1.039,40,32.7,64,6174.96
1.181,14.9,26.1,51,4008.57
1.3,6.5,85.9,42,2122.64
1.042,3.2,56.2,40,2006.6
1.127,11.8,40.6,52,3029.16
1.234,5.5,74.2,43,2548.84
1.01,39.5,20.1,54,4569.67
1.207,-0.9,35.7,42,1736.23
1.024,-9,50.3,49,1870.26
1.071,-3.5,37,33,1015.46
1.048,34.6,47.4,32,1175.17
1.272,24.7,33.2,38,2093.46
1.054,29.2,20.3,42,2538.97
1.012,6,59.7,54,3717.94
1.176,21.1,25.6,33,1841.86
1.104,25.4,77.6,80,8439.39
1.122,6.3,24.9,66,4929.46
1.036,26.2,81.3,77,8375.6
1.224,21.5,24.9,35,1502.22
1.18,4.8,97.9,57,3999.37
1.109,-7.4,48.9,56,3191.56
1.051,1.9,44,62,4159.87
1.178,21,44.4,54,3850.55
1.234,20,39.3,40,2190.29
1.094,15.4,34.2,65,4409.53
1.008,2.6,86.4,55,2652.07
1.064,12.2,56.9,76,7357.1
1.205,-2.8,28,55,3687.1
1.297,23.1,85.5,53,4888.72
1.004,33.5,88.9,30,1410.72
1.092,13.2,93.9,42,1792.41
1.019,0.6,23.7,32,954.67
1.095,31.4,57.9,43,2992.57
1.122,5.7,68.4,44,2674.58
1.276,19.7,87.4,68,6545.56
1.024,-6.2,69.6,78,6346.41
1.233,25.9,56.6,66,6270.66
1.119,13,81.1,64,5334.87
1.243,11.2,57.1,73,6709.4
1.154,36.7,42.8,30,1539.08
1.012,14.6,66.7,73,6718.96
1.284,-9.2,60.9,32,1134.22
1.025,38,59,74,8060.54
1.179,-9.4,35.3,41,1674.36
1.263,16.8,87.6,40,2130.36
1.024,21.7,24.6,47,3281.93
1.166,34.7,24.3,66,7853.53
1.247,24,31.2,34,1718.16
1.296,30.6,29,60,5185.93
1.217,28.5,90.6,72,9038.25
1.084,0.7,83.2,54,2622.49
1.21,25,42.8,50,4310.72
1.212,21.9,41.2,47,3019.42
1.21,2.2,52.4,60,4277.69
1.256,-3.6,61.7,53,3123.22
1.026,27.6,46.5,60,4251.71
1.033,38.6,92.4,31,1475.34
1.192,26.9,23.9,39,2053.68
1.286,27.5,96.9,69,8085.46
1.14,-1.7,65.6,49,3088.12
1.288,2.4,95.6,64,5892.16
1.281,19.3,75.7,42,3136.85
1.271,-8.4,32.1,47,2991.29
1.273,23.4,75.5,41,2189.11
1.269,-2.8,97.5,51,3097.45
1.246,10.7,60,78,9806.78
1.208,6,90.2,41,2316.97
1.007,-4.7,99.2,60,3983.32
1.04,18.9,47.1,65,5852.69
1.04,8.1,53,76,7423.85
1.007,-7.8,42,31,739.36
1.035,12.2,94,60,4315.19
1.276,19.5,70.1,55,5463.76
1.199,-3.5,80.6,70,5391.83
1.094,19.2,35.9,70,6452.39
1.238,5.1,54.3,75,6042.09
1.147,3,71,30,1213.17
1.043,29.8,78.9,77,7763.93
1.265,13.4,72.6,59,4428.22
1.102,8.9,76.8,51,2707.08
1.21,30.7,69.3,80,12077.95
1.087,35.5,35.5,62,5214.55
1.15,5.8,63.7,57,4231.07
1.245,-7.5,91.6,32,1288.97
1.047,17,29.7,40,1800.46
1.293,25.8,38.9,73,7407.98
1.021,19.4,55.2,48,3257.98
1.16,24.4,25.9,62,5959.37
1.275,22.3,50.3,77,7522.65
1.284,37.8,53.4,71,8974.47
1.07,33.3,85.7,33,1544.72
1.043,-3.4,98.8,70,4126.05
1.217,12.6,35.2,69,7281.45
1.013,12.7,36.7,51,2853.76
1.146,12.8,92.9,41,1875.83
1.239,36.5,91.2,73,7576.98
1.168,6.4,97,58,4390.12
1.056,20.7,87.3,64,5015.41
1.146,34.8,63.7,70,6488.35
1.276,-7.5,66.1,56,3728.7
1.185,33.9,54.2,73,7344.47
1.216,28.2,20.9,76,8531.31
1.101,0.4,59.6,78,7246.17
1.057,6.3,90.3,64,3704.85
1.077,5.5,28.7,48,2718
1.16,1.1,36.7,73,6273.2
1.084,21.9,33.9,40,2292.88
1.163,39.1,21,62,7434.31
1.212,-1.7,31.1,71,6980.92
1.22,1.6,56.3,49,2930.33
1.049,4.5,84.4,58,3287.19
1.225,36.9,23.2,63,5481.83
1.202,21.3,53.7,57,5674.11
1.004,0.6,87.6,52,3021.28
1.018,30.2,94.1,75,7615.01
1.194,36.1,26.2,50,4193.54
1.115,10.2,73.1,50,3576.53
1.044,-1.4,75.3,38,1285.03
1.013,5.5,97.5,80,7675.62
1.048,0.9,22.5,59,4235.68
1.287,0.1,84.2,75,6366.4
1.218,-1.5,69.2,33,1388.49
1.158,33.8,25.7,32,1455.64
1.282,-5.7,47.2,67,4873.87
1.186,10.7,64,74,6261.6
1.218,-9.3,24.2,34,1462.51
1.085,4.7,76.5,52,3202.53
1.177,25.3,89.9,68,6972.65
1.043,0.1,63.8,63,3317.76
1.121,39.9,74.5,44,2665.59
1.01,-7.6,70.4,80,6365.59
1.065,-3.2,24.6,32,1045.17
1.022,29.3,45.6,70,5839.26
1.116,38.8,87.3,80,10411.72
1.253,37.7,82.8,73,7594.56
1.113,29.9,47.4,63,5078.85
1.249,38.6,61.7,70,8741.71
1.197,32,94.4,30,1568.49
1.153,-7.1,98.4,40,1681.3
1.071,32.3,84.4,46,2620.6
1.277,14.2,42.1,66,5345.46
1.016,12.8,28,55,3349.02
1.207,-9.9,91.7,58,3858.47
1.186,21,72.9,61,5419.42
1.132,23.6,86.9,71,6191.36
1.072,29.5,26.2,43,2983.64
1.129,6.3,65,75,7825.6
1.262,-3.6,89.9,48,2682.56
1.251,12,24.9,68,7015.21
1.282,8.1,94.5,61,4570.87
1.092,27.7,72.7,36,1739.78
1.116,1.5,49.5,33,1382.58
1.006,-3.1,74.1,30,1009.53
1.283,12,77.1,45,2393.52
1.099,21.4,70.9,53,3896.99
1.121,4,78.1,54,3229.86
1.272,-4.3,30.7,80,7881.42
1.158,12,63.1,74,6789.04
1.17,38.1,45.3,30,1394.18
1.053,38.4,30.3,66,6803.21
1.15,25.4,76.4,51,4113.45
1.275,28.9,68.1,72,7425.35
1.168,0.2,100,51,2628.18
1.077,8.7,87.1,50,3329.41
1.009,20.2,52.7,68,5161.54
1.101,27.5,82.4,62,5653.15
1.172,-1.7,34.9,73,6791.4
1.013,12.9,57.6,58,4279.04
1.183,-1.9,52.3,54,3732.6
1.157,21.7,68.9,60,4794.7
1.235,28.6,84.4,36,2429.18
1.009,31.7,56.9,59,4809.55
1.234,26.6,89.2,74,8460.5
1.156,-2,80.2,38,1619.36
1.111,31.4,41.6,53,3409.43
1.29,6.7,62.6,41,1902.42
1.048,31.8,88,42,2016.45
1.162,2.5,80.3,52,2943.41
1.096,13.8,85.7,42,2442.56
1.158,18.8,40.6,59,4243.15
1.166,-8.3,82.4,56,3869.09
1.027,35.2,52.5,62,4551.52
1.198,15.6,96.8,53,3507.76
1.19,-0.4,57.3,44,2340.29
1.231,-2,91.8,45,2392.92
1.027,24.3,73,79,8997.13
1.089,-5.9,94.7,49,2662.04
1.195,12,65.3,50,2894.21
1.041,17,39,48,2735.04
1.203,1.7,72.2,74,6847.28
1.018,-3.5,40.5,78,7094.63
1.1,14.5,88.1,48,2413.9
1.254,7,26.9,54,4076.91
1.232,-3,39.2,79,6374.21
1.193,0.5,82.7,59,4766.81
1.261,13.5,53.4,38,2102.99
1.213,-3.3,32.7,44,2007.38
1.156,36.8,99.5,78,9944.01
1.294,28.8,56.5,39,2365.42
1.208,6.3,58.2,61,4310.12
1.18,2.9,48.2,65,4123.64
1.123,33.7,25.3,36,2081.56
1.271,11.3,39.4,62,5190.88
1.089,33.1,42.4,39,2527.88
1.003,27.1,65.7,66,6616.46
1.059,-5.4,94.9,35,1201.27
1.033,30.7,31.2,44,2531.96
1.096,17,98,46,2905.34
1.248,23.9,57.9,37,2080.49
1.195,1,66.6,67,4611.21
1.051,-10,22.8,38,1219.84
1.237,6.7,88.1,50,2960.27
1.151,-0.5,89.4,72,6855.97
1.154,11.8,80.3,56,3831.55
1.109,-5.5,31.6,33,1341.8
1.259,34.8,52.4,46,3246.88
1.095,-4.1,96.4,47,2728.19
1.028,28.2,53.8,71,6290.69
1.091,37,47.9,53,4408.75
1.215,-2.6,26.8,59,3998.35
1.197,7.3,26.4,65,4638.97
1.056,26.6,54.6,64,6195.07
1.034,25.7,63.2,40,2084.36
1.198,-8.1,86,52,2733.4
1.203,-6.5,92.6,64,5478.79
1.11,-4,52,42,1617.78
1.253,18.4,87.5,36,1690.92
1.293,-7.2,63.5,66,6025.78
1.062,19.4,97.8,41,2317.13
1.173,7.1,94.3,53,4104.03
1.002,23.5,77.1,56,4235.91
1.214,29.1,35.1,51,3761.59
1.124,29.6,94,80,10917.56
1.058,-8.1,29.3,32,899.56
1.226,37.4,85.5,43,2940.16
1.243,19.3,59.5,74,8737.71
1.033,34.8,68.9,37,1713.74
1.012,20.8,89.7,42,1770.05
1.1,14.2,83.4,44,2163.9
1.188,26.5,24.7,40,1941.91
1.238,1,49.6,71,7124.05
1.164,-4.8,97.6,48,2131.48
1.174,-5.5,48.5,75,7375.96
1.24,32.5,84.4,39,2929.73
1.159,35.6,78.3,63,5006.91
1.183,30.7,96.5,46,3216.77
1.155,35.2,96,30,1518.13
1.264,39.2,56.6,36,1831.45
1.071,16.3,38.2,40,2019.96
1.079,-2.3,44.1,35,1178.69
1.038,20.4,43.6,62,4880.13
1.246,7.7,70.4,54,4106.47
1.124,7.3,49.4,34,1667.08
1.104,26.4,89.5,67,5378.72
1.294,-5.5,44.1,70,5300.47
1.278,-8.1,99.2,62,4492.44
1.292,24.8,73,79,9101.68
1.043,3,48.5,48,2509.15
1.267,9.3,66.9,41,2713.05
1.099,5.4,48.9,62,5275.6
1.004,20.7,61.2,59,3833.62
1.117,-2.3,62.1,80,7820.28
1.153,26,81.2,52,4664.29
1.032,36.2,55.7,74,7216.17
1.161,31.8,95.9,52,4712.59
1.246,35.4,27.9,59,5328.96
1.113,36.9,45.7,55,4263.11
1.106,8.6,79.8,58,4420.7
1.102,29.8,67.7,45,3044.05
1.277,14.7,29.9,74,8413.95
1.015,3.5,85.1,68,4634.95
1.134,27.3,73.1,74,8442.53
1.079,2.2,66.7,50,2848.85
1.268,-4.5,90.1,38,1437.49
1.029,25.2,86.7,74,7753.77
1.123,4.4,45.3,66,4894.15
1.122,5.3,63.6,47,2701.51
1.267,34.1,88.7,32,1542.08
1.065,-3.2,25.2,61,4195.04
1.193,28.2,46.3,61,6375.25
1.04,9.3,51.1,78,7884.77
1.286,34.7,41.8,69,8312.19
1.178,12,60.7,65,6577.22
1.188,10.5,83.7,35,1779.92
1.13,11.5,58.4,32,1254.27
1.103,31.9,23.4,49,3937.63
1.064,-9.5,88.3,48,2000.2
1.181,25.2,36.4,34,1540.82
1.286,0.3,54.5,77,7084.7
1.108,34.1,21.6,76,7687.92
1.265,8.8,55.2,39,1974.94
1.045,6.9,50,68,5383.15
1.281,25.6,43.1,40,2342.1
1.105,26.1,95,61,5630.1
1.114,21.7,74.3,46,2988.97
1.139,6.5,93.2,49,3142.08
1.215,20.5,57.3,73,7695.61
1.216,-7.3,61.3,59,4593.51
1.144,37.8,95.9,45,3009.55
1.157,12.6,56.6,33,1508.33
1.009,5.2,22.5,49,2582.46
1.091,33,71.6,69,8088.13
1.104,6.2,35.8,71,5862.54
1.168,39.9,96.3,64,7999.98
1.167,24.5,25.6,45,2691.74
1.213,22.5,91.8,52,4580.31
1.215,-2.4,31.6,67,6358.77
1.071,20.5,40.6,50,2770.83
1.231,-2.2,32.2,50,2840.73
1.006,29.2,46.7,43,2601.51
1.215,-3.1,28.5,39,2074.16
1.031,7.9,49.9,59,4253.65
1.219,13.8,44.8,78,7119.99
1.158,30.3,79.4,74,8432.1
1.131,21.6,68.9,51,3367.44
1.207,27.4,74.7,35,1584.63
1.011,2.2,59.3,49,2647.52
1.067,1.9,88.2,71,5233.65
1.185,9,48.3,52,2794.52
1.254,-9.1,52.2,76,5689.3
1.114,31.5,27.7,49,4082.8
1.078,8.5,99.9,80,8498.87
1.156,-6.6,56.2,46,2684.29
1.187,33.6,93.3,42,2763.7
1.126,38.4,88.2,72,8686.13
1.263,22.3,40.7,62,6062.8
1.157,7.8,60.1,53,3558.05
1.011,10.7,67.1,67,4576.85
1.067,2.8,87.6,77,7436.3
1.135,25.6,27.8,80,8003.26
1.209,7.8,86.3,64,5639.86
1.066,-8.4,29,71,5785.47
1.293,-7.7,55.9,63,5102.96
1.096,20.7,89,72,7197.21
1.16,4.5,38.7,51,2933.19
1.006,-1.6,23.7,61,3628.57
1.265,17.6,23.8,45,2483.16
1.237,3.9,35.1,61,3903.58
1.059,-6.3,63.3,73,4238.5
1.28,-0.3,91.4,65,5115.04
1.095,28.9,76.7,59,3943.42
1.208,32.6,84.4,36,2239.4
1.246,33.6,39.7,34,2117.88
1.222,16.7,50.6,30,1301.34
1.275,37.5,61.9,77,9868.58
1.259,-2.4,49.4,78,6027.71
1.298,23.9,80.2,68,8479.68
1.055,25.2,97.6,49,3484.56
1.091,-7.3,81.5,67,4043.63
1.191,4.1,95.2,75,6854.07
1.22,37.5,98.3,58,6721.84
1.16,28,45.7,39,2434.96
1.022,-7.3,69.3,37,1186.92
1.252,17,81.3,72,7049.19
1.288,22.4,69.5,58,6217.44
1.122,38.7,67.9,69,7292.3
1.067,25.8,49.5,68,5534.7
1.006,21.9,62.4,73,6657.7
1.071,35.4,47.3,67,7105.31
1.21,23,38.1,74,8137.01
1.273,36.6,50.4,33,1731.48
1.028,14.6,52,69,5915.84
1.166,25.9,31.5,67,7128.25
1.209,21.6,59.1,60,5451.75
1.083,17.6,71,45,2324.67
1.171,6.2,28.3,33,1112.98
1.215,35.2,62.5,42,2568.56
1.251,3.5,27,30,1114.29
1.136,-2,88.5,51,3159.17
1.224,25.6,52.7,71,9074.02
1.091,17.3,39.5,31,1318.28
1.064,3.1,50.2,54,2566.86
1.056,33.5,72.1,53,4156.3
1.108,4.3,58.2,35,1186.3
1.011,-6.8,68.2,50,2642.6
1.085,-9.2,67.7,49,2192.26
1.196,36.1,75.6,35,1804.25
1.194,10.1,94.6,80,8415.59
1.022,0.7,72.2,42,1808.14
1.086,18.4,33.2,52,3026.59
1.171,14.4,56.5,43,2853.53
1.096,40,35.2,33,1976.27
1.125,34.4,30.9,74,7297.95
1.214,3.6,79.6,35,1397.49
1.003,24.9,32.4,72,5332.52
1.083,9.4,82.5,53,3230.87
1.043,8.2,61.8,58,3564.67
1.038,8.4,53.9,51,2688.02
1.288,22,89.9,63,7271.16
1.113,16.9,92,42,2120.81
1.158,27.8,37.2,78,8519.13
1.22,-2.4,84,34,1326.56
1.014,11.3,68.5,54,3075.71
1.072,33,59.7,60,5461.26
1.25,-9.8,39,66,5762.95
1.259,21.2,84.2,49,3015.67
1.112,29.3,90.5,66,5170
1.112,9.2,78.4,53,4092.36
1.227,34.2,42.1,48,4206.19
1.089,26.8,25.7,68,6059.41
1.035,20.3,58.3,49,3011.92
1.077,-0.1,41.5,63,4743.59
1.116,23.5,47.4,53,3250.41
1.016,31.7,46.4,36,1620.39
1.144,26.5,36.9,41,2668.26
1.222,18.7,98.8,41,2583.34
1.154,25.7,88.4,55,4216.61
1.022,38.8,26.6,56,4269.31
1.132,-9.5,87.1,52,3272.68
1.213,23.2,22,69,7902.61
1.017,29.6,86.6,80,10039.68
1.018,21.9,35.6,66,5420.43
1.111,3.7,57.5,61,4464.15
1.058,31.1,45.5,48,3443.15
1.28,35.7,66.2,48,3841.48
1.174,24.2,55.7,76,7975.78
1.086,15.6,22.8,77,6004.74
1.211,8.3,80.1,33,1354.68
1.112,6.5,58.5,35,1292.34
1.04,26.2,36.8,74,6855.35
1.071,20.4,67.6,57,3975.19
1.193,-2.2,34.7,62,4061.48
1.016,-2.9,63.5,55,3389.7
1.082,-6.4,54.4,35,1469.44
1.062,24.2,62.8,37,1833.67
1.06,5.7,65.9,30,1164.88
1.205,-9,23.3,38,1783.39
1.248,6.9,71,58,5259.18
1.215,31.6,44,47,4135.04
1.194,2.4,47.2,45,2034.15
1.275,21.7,81.9,53,3887.19
1.018,12,34.5,48,2696.62
1.05,17.4,47.1,54,3879.99
1.124,19.8,25.4,79,9621.54
1.112,12.7,97.3,77,6122.2
1.125,-7.1,38.2,44,1680.72
1.062,18.4,90.1,43,2029.99
1.045,9.9,68.2,48,3016.03
1.153,0,54.4,51,2770.12
1.278,34.8,66.5,79,8939.02
1.118,26.8,65.4,32,1625.33
1.013,4.2,67.8,63,3673.81
1.212,16.9,47.1,77,7143.24
1.087,38.2,90.8,43,2608.18
1.074,2.3,82.4,41,2011.81
1.097,37.4,98.2,52,3537.87
1.217,24.2,86.7,57,4899.64
1.246,17,49,41,2307.25
1.176,39.2,45.4,73,7000.58
1.097,6.7,57.3,34,1265.03
1.093,3.9,24.8,66,4918
1.037,7,51.5,65,4134.18
1.28,27.5,22.6,61,5408.89
1.191,6.9,33.8,50,2679.56
1.008,-4.9,45.1,60,3158.27
1.199,22.2,71.5,69,7328.17
1.134,1.1,97.9,69,5951.76
1.292,-9.8,32.9,70,6710.45
1.246,0,27.9,76,8220.1
1.051,31,94,79,7243.91
1.216,37,59.8,61,6812.31
1.146,23.1,69,54,4177.3
1.056,5.5,21.7,32,1159.12
1.21,11.8,46.1,55,3781.35
1.164,-0.3,60.4,69,5455.07
1.009,34,40.8,30,1322.58
1.194,23.3,84.4,31,1563.43
1.19,-5.8,68.5,47,2427.03
1.043,8.3,96.4,73,6513.57
1.105,16.9,75.8,63,5556.28
1.176,29.9,32.3,40,2847.1
1.042,36,61.8,55,4158.76
1.256,-3.4,32.3,44,2101.41
1.008,31.7,88.9,53,3501.26
1.031,-6.7,46.5,57,3026.92
